sim,final_equity,return_pct
214,14059.418592578588,40.59418592578587
215,17160.9430424594,71.609430424594
216,17160.943042459403,71.60943042459404
217,17160.943042459392,71.60943042459392
218,13375.927751296515,33.75927751296515
219,12725.664438382028,27.256644383820277
220,11518.437574921052,15.18437574921052
221,18959.55082310907,89.59550823109072
222,19928.35684414644,99.28356844146441
223,15532.961136799897,55.329611367998965
224,16326.67330932295,63.2667330932295
225,22017.012321107224,120.17012321107224
226,18037.842769743536,80.37842769743536
227,19928.356844146445,99.28356844146445
228,14777.834841563386,47.778348415633864
229,18959.55082310907,89.59550823109072
230,17160.943042459392,71.60943042459392
231,18037.84276974353,80.3784276974353
232,18037.842769743536,80.37842769743536
233,14059.418592578579,40.59418592578579
234,16326.673309322952,63.26673309322952
235,17160.943042459392,71.60943042459392
236,14059.41859257858,40.5941859257858
237,17160.943042459403,71.60943042459404
238,12725.664438382018,27.256644383820184
239,20946.667471867542,109.46667471867542
240,15532.961136799877,55.329611367998766
241,17160.9430424594,71.609430424594
242,17160.943042459392,71.60943042459392
243,18037.84276974353,80.3784276974353
244,10958.475117263417,9.584751172634169
245,17160.943042459403,71.60943042459404
246,20946.66747186755,109.4666747186755
247,17160.9430424594,71.609430424594
248,13375.927751296515,33.75927751296515
249,17160.943042459396,71.60943042459395
250,16326.673309322952,63.26673309322952
251,16326.673309322941,63.26673309322941
252,14059.418592578579,40.59418592578579
253,17160.94304245938,71.60943042459381
254,17160.943042459396,71.60943042459395
255,18037.842769743518,80.37842769743519
256,16326.673309322945,63.266733093229455
257,15532.961136799877,55.329611367998766
258,14059.418592578575,40.59418592578575
259,18959.550823109075,89.59550823109075
260,19928.356844146445,99.28356844146445
261,18037.842769743536,80.37842769743536
262,17160.943042459392,71.60943042459392
263,22017.01232110722,120.17012321107221
264,14777.834841563383,47.77834841563383
265,15532.961136799891,55.32961136799891
266,18037.84276974353,80.3784276974353
267,17160.943042459396,71.60943042459395
268,23142.050266412567,131.42050266412565
269,19928.356844146445,99.28356844146445
270,17160.943042459392,71.60943042459392
271,13375.927751296524,33.759277512965234
272,17160.943042459392,71.60943042459392
273,22017.01232110723,120.17012321107232
274,12107.013315962611,21.07013315962611
275,16326.673309322945,63.266733093229455
276,12725.664438382018,27.256644383820184
277,18037.842769743525,80.37842769743526
278,13375.927751296505,33.75927751296505
279,15532.961136799895,55.32961136799896
280,11518.43757492105,15.184375749210503
281,19928.356844146427,99.28356844146427
282,13375.927751296515,33.75927751296515
283,12725.664438382028,27.256644383820277
284,17160.9430424594,71.609430424594
285,13375.927751296502,33.75927751296502
286,18959.550823109075,89.59550823109075
287,16326.673309322941,63.26673309322941
288,15532.961136799886,55.32961136799885
289,15532.961136799886,55.32961136799885
290,11518.437574921045,15.18437574921045
291,15532.961136799891,55.32961136799891
292,10958.475117263415,9.584751172634151
293,15532.96113679989,55.3296113679989
294,12725.664438382028,27.256644383820277
295,16326.673309322943,63.26673309322943
296,19928.35684414644,99.28356844146441
297,16326.673309322943,63.26673309322943
298,22017.01232110724,120.1701232110724
299,13375.927751296513,33.75927751296513
300,17160.943042459403,71.60943042459404
301,10425.73492407928,4.2573492407927915
302,18037.842769743525,80.37842769743526
303,18959.550823109057,89.59550823109058
304,12107.013315962613,21.07013315962613
305,19928.356844146445,99.28356844146445
306,18037.842769743525,80.37842769743526
307,16326.673309322941,63.26673309322941
308,15532.961136799895,55.32961136799896
309,18959.550823109075,89.59550823109075
310,13375.927751296522,33.75927751296522
311,14059.418592578575,40.59418592578575
312,18037.84276974353,80.3784276974353
313,13375.927751296513,33.75927751296513
314,12725.66443838202,27.256644383820205
315,19928.35684414644,99.28356844146441
316,13375.927751296515,33.75927751296515
317,14777.834841563397,47.77834841563398
318,17160.943042459392,71.60943042459392
319,15532.961136799891,55.32961136799891
320,14777.83484156339,47.7783484156339
321,19928.356844146434,99.28356844146434
322,18037.84276974353,80.3784276974353
323,18037.842769743525,80.37842769743526
324,14059.41859257858,40.5941859257858
325,18037.842769743525,80.37842769743526
326,13375.92775129652,33.759277512965205
327,19928.356844146445,99.28356844146445
328,18959.55082310907,89.59550823109072
329,13375.927751296522,33.75927751296522
330,22017.012321107224,120.17012321107224
331,14059.418592578575,40.59418592578575
332,18959.55082310908,89.59550823109079
333,14777.834841563394,47.778348415633936
334,15532.96113679989,55.3296113679989
335,14777.8348415634,47.77834841563399
336,14777.83484156339,47.7783484156339
337,15532.96113679989,55.3296113679989
338,16326.67330932294,63.2667330932294
339,14059.418592578588,40.59418592578587
340,16326.673309322943,63.26673309322943
341,17160.943042459396,71.60943042459395
342,15532.96113679988,55.32961136799881
343,14059.418592578566,40.59418592578566
344,14777.834841563395,47.77834841563396
345,18037.842769743525,80.37842769743526
346,16326.673309322952,63.26673309322952
347,12725.66443838202,27.256644383820205
